city,country,ISO CountryCode,AirportName,airporturl,ICAO,IATA,latitude,longitude,moreinfourl
Saskatchewan  Saskatchewan,Canada,CA,Arborfield,http://airportsbase.org/Canada/Saskatchewan/Arborfield,1,"<a href=""/Canada/Saskatchewan/Arborfield"" onclick=""show('id-Arborfield');return false;"">Airport codes Arborfield</a>","<a href=""/Canada/Saskatchewan/Arborfield/info"">More info...</a>","<a href=""/Canada/Saskatchewan/Arborfield/info"">More info...</a>",http://airportsbase.org/Canada/Saskatchewan/Arborfield/info
Yukon  Yukon,Canada,CA,Beaver Creek,http://airportsbase.org/Canada/Yukon/Beaver_Creek,1,"<a href=""/Canada/Yukon/Beaver_Creek"" onclick=""show('id-Beaver_Creek');return false;"">Airport codes Beaver Creek</a>","<a href=""/Canada/Yukon/Beaver_Creek/info"">More info...</a>","<a href=""/Canada/Yukon/Beaver_Creek/info"">More info...</a>",http://airportsbase.org/Canada/Yukon/Beaver_Creek/info
Boa Vista  Boa Vista,Cape,CV,Rabil,http://airportsbase.org/Cape_Verde/all/Boa_Vista/Rabil,GVBA,BVC,"16° 08' 11.51"" N","022° 53' 20.03"" W",http://airportsbase.org/Cape_Verde/all/Boa_Vista/Rabil
Espargos  Espargos,Cape,CV,Amilcar Cabral Intl,http://airportsbase.org/Cape_Verde/all/Espargos/Amilcar_Cabral_Intl,GVAC,SID,"16° 44' 29.00"" N","022° 56' 58.00"" W",http://airportsbase.org/Cape_Verde/all/Espargos/Amilcar_Cabral_Intl
Faja D'Agua  Faja D'Agua,Cape,CV,Esperadinha,http://airportsbase.org/Cape_Verde/all/Faja_D_Agua/Esperadinha, ,BVR,"31° 40' 0"" S","56° 35' 0"" W",http://airportsbase.org/Cape_Verde/all/Faja_D_Agua/Esperadinha
Francisco Mendes  Francisco Mendes,Cape,CV,PRAIA INTERNATIONAL,http://airportsbase.org/Cape_Verde/all/Francisco_Mendes/PRAIA_INTERNATIONAL,GVNP,,"14° 55' 28.16"" N","023° 29' 36.68"" W",http://airportsbase.org/Cape_Verde/all/Francisco_Mendes/PRAIA_INTERNATIONAL
Mosteiros  Mosteiros,Cape,CV,Mosteiros,http://airportsbase.org/Cape_Verde/all/Mosteiros/Mosteiros,GVMT,MTI,"15° 0' 0"" N","24° 26' 0"" W",http://airportsbase.org/Cape_Verde/all/Mosteiros/Mosteiros
Ponta Do Sol  Ponta Do Sol,Cape,CV,Agostinho Neto,http://airportsbase.org/Cape_Verde/all/Ponta_Do_Sol/Agostinho_Neto,GVAN,NTO,"17° 3' 0"" N","25° 10' 0"" W",http://airportsbase.org/Cape_Verde/all/Ponta_Do_Sol/Agostinho_Neto
Praia  Praia,Cape,CV,Francisco Mendes,http://airportsbase.org/Cape_Verde/all/Praia/Francisco_Mendes,GVFM,RAI,"14° 55' 31"" N","23° 30' 11"" W",http://airportsbase.org/Cape_Verde/all/Praia/Francisco_Mendes
Ribera Brava  Ribera Brava,Cape,CV,Preguica,http://airportsbase.org/Cape_Verde/all/Ribera_Brava/Preguica,GVSN,SNE,"16° 35' 18.08"" N","024° 17' 04.76"" W",http://airportsbase.org/Cape_Verde/all/Ribera_Brava/Preguica
Sao Filipe  Sao Filipe,Cape,CV,Sao Felipe,http://airportsbase.org/Cape_Verde/all/Sao_Filipe/Sao_Felipe,GVSF,SFL,"14° 54' 0"" N","24° 31' 0"" W",http://airportsbase.org/Cape_Verde/all/Sao_Filipe/Sao_Felipe
Sao Pedro  Sao Pedro,Cape,CV,Sao Pedro,http://airportsbase.org/Cape_Verde/all/Sao_Pedro/Sao_Pedro,GVSV,VXE,"16° 50' 01.28"" N","025° 03' 16.78"" W",http://airportsbase.org/Cape_Verde/all/Sao_Pedro/Sao_Pedro
Vila De Maio  Vila De Maio,Cape,CV,Vila Do Maio,http://airportsbase.org/Cape_Verde/all/Vila_De_Maio/Vila_Do_Maio,GVMA,MMO,"15° 15' 0"" N","23° 10' 0"" W",http://airportsbase.org/Cape_Verde/all/Vila_De_Maio/Vila_Do_Maio
Cayman Brac Is  Cayman Brac Is,Cayman,KY,Gerrard Smith Intl,http://airportsbase.org/Cayman_Islands/all/Cayman_Brac_Is/Gerrard_Smith_Intl,MWCB,CYB,"19° 43' 0"" N","79° 49' 30"" W",http://airportsbase.org/Cayman_Islands/all/Cayman_Brac_Is/Gerrard_Smith_Intl
Grand Cayman  Grand Cayman,Cayman,KY,Metropolitan Area,http://airportsbase.org/Cayman_Islands/all/Grand_Cayman/Metropolitan_Area,MWCG,,,,http://airportsbase.org/Cayman_Islands/all/Grand_Cayman/Metropolitan_Area
Little Cayman  Little Cayman,Cayman,KY,Little Cayman,http://airportsbase.org/Cayman_Islands/all/Little_Cayman/Little_Cayman,MWCL,LYB,"19° 40' 0"" N","80° 5' 0"" W",http://airportsbase.org/Cayman_Islands/all/Little_Cayman/Little_Cayman
Alindao  Alindao,Central,CF,Airport of Alindao,http://airportsbase.org/Central_African_Republic/all/Alindao/Airport_of_Alindao,FEFA,,,,http://airportsbase.org/Central_African_Republic/all/Alindao/Airport_of_Alindao
Bakouma  Bakouma,Central,CF,Bakouma,http://airportsbase.org/Central_African_Republic/all/Bakouma/Bakouma,FEGM,BMF,"5° 44' 0"" N","22° 48' 0"" E",http://airportsbase.org/Central_African_Republic/all/Bakouma/Bakouma
Bambari  Bambari,Central,CF,Bambari,http://airportsbase.org/Central_African_Republic/all/Bambari/Bambari,FEFM,BBY,"5° 51' 0"" N","20° 38' 0"" E",http://airportsbase.org/Central_African_Republic/all/Bambari/Bambari
Bambouti  Bambouti,Central,CF,Airport of Bambouti,http://airportsbase.org/Central_African_Republic/all/Bambouti/Airport_of_Bambouti,FEGB,,,,http://airportsbase.org/Central_African_Republic/all/Bambouti/Airport_of_Bambouti
Bangassou  Bangassou,Central,CF,Bangassou,http://airportsbase.org/Central_African_Republic/all/Bangassou/Bangassou,FEFG,BGU,"4° 47' 0"" N","22° 48' 0"" E",http://airportsbase.org/Central_African_Republic/all/Bangassou/Bangassou
Bangui  Bangui,Central,CF,Bangui Ville,http://airportsbase.org/Central_African_Republic/all/Bangui/Bangui_Ville,FEFV,,,,http://airportsbase.org/Central_African_Republic/all/Bangui/Bangui_Ville
Batangafo  Batangafo,Central,CF,Batangafo,http://airportsbase.org/Central_African_Republic/all/Batangafo/Batangafo,FEGF,BTG,"7° 18' 0"" N","18° 18' 0"" E",http://airportsbase.org/Central_African_Republic/all/Batangafo/Batangafo
Berberati  Berberati,Central,CF,Berberati,http://airportsbase.org/Central_African_Republic/all/Berberati/Berberati,FEFT,BBT,"04° 13' 17.70"" N","015° 47' 10.93"" E",http://airportsbase.org/Central_African_Republic/all/Berberati/Berberati
Birao  Birao,Central,CF,Birao,http://airportsbase.org/Central_African_Republic/all/Birao/Birao,FEFI,IRO,"10° 30' 0"" N","22° 33' 0"" E",http://airportsbase.org/Central_African_Republic/all/Birao/Birao
Bocaranga  Bocaranga,Central,CF,Airport of Bocaranga,http://airportsbase.org/Central_African_Republic/all/Bocaranga/Airport_of_Bocaranga,FEGC,,,,http://airportsbase.org/Central_African_Republic/all/Bocaranga/Airport_of_Bocaranga
Bossangoa  Bossangoa,Central,CF,Bossangoa,http://airportsbase.org/Central_African_Republic/all/Bossangoa/Bossangoa,FEFS,BSN,"6° 30' 0"" N","17° 26' 0"" E",http://airportsbase.org/Central_African_Republic/all/Bossangoa/Bossangoa
Bossembele  Bossembele,Central,CF,Bossembele,http://airportsbase.org/Central_African_Republic/all/Bossembele/Bossembele, ,BEM,"5° 16' 0"" N","17° 39' 0"" E",http://airportsbase.org/Central_African_Republic/all/Bossembele/Bossembele
Bouar  Bouar,Central,CF,Bouar,http://airportsbase.org/Central_African_Republic/all/Bouar/Bouar,FEFO,BOP,"5° 58' 0"" N","15° 38' 0"" E",http://airportsbase.org/Central_African_Republic/all/Bouar/Bouar
Bouca  Bouca,Central,CF,Bouca,http://airportsbase.org/Central_African_Republic/all/Bouca/Bouca,FEGU,BCF,"6° 30' 0"" N","18° 17' 0"" E",http://airportsbase.org/Central_African_Republic/all/Bouca/Bouca
Bozoum  Bozoum,Central,CF,Bozoum,http://airportsbase.org/Central_African_Republic/all/Bozoum/Bozoum,FEGZ,BOZ,"6° 19' 0"" N","16° 23' 0"" E",http://airportsbase.org/Central_African_Republic/all/Bozoum/Bozoum
Bria  Bria,Central,CF,Bria,http://airportsbase.org/Central_African_Republic/all/Bria/Bria,FEFR,BIV,"6° 32' 0"" N","21° 59' 0"" E",http://airportsbase.org/Central_African_Republic/all/Bria/Bria
Carnot  Carnot,Central,CF,Carnot,http://airportsbase.org/Central_African_Republic/all/Carnot/Carnot,FEFC,CRF,"4° 56' 0"" N","15° 54' 0"" E",http://airportsbase.org/Central_African_Republic/all/Carnot/Carnot
Dekoa  Dekoa,Central,CF,Airport of Dekoa,http://airportsbase.org/Central_African_Republic/all/Dekoa/Airport_of_Dekoa,FEGD,,,,http://airportsbase.org/Central_African_Republic/all/Dekoa/Airport_of_Dekoa
Gamboula  Gamboula,Central,CF,Airport of Gamboula,http://airportsbase.org/Central_African_Republic/all/Gamboula/Airport_of_Gamboula,FEGG,,,,http://airportsbase.org/Central_African_Republic/all/Gamboula/Airport_of_Gamboula
Gordil  Gordil,Central,CF,Gordil,http://airportsbase.org/Central_African_Republic/all/Gordil/Gordil,FEGL,GDI,"9° 44' 0"" N","21° 35' 0"" E",http://airportsbase.org/Central_African_Republic/all/Gordil/Gordil
Gounda  Gounda,Central,CF,Gounda,http://airportsbase.org/Central_African_Republic/all/Gounda/Gounda, ,GDA,"9° 20' 0"" N","21° 11' 0"" E",http://airportsbase.org/Central_African_Republic/all/Gounda/Gounda
Kaga-Bandoro  Kaga-Bandoro,Central,CF,Airport of Kaga-Bandoro,http://airportsbase.org/Central_African_Republic/all/Kaga-Bandoro/Airport_of_Kaga-Bandoro,FEFQ,,,,http://airportsbase.org/Central_African_Republic/all/Kaga-Bandoro/Airport_of_Kaga-Bandoro
Kawadjia  Kawadjia,Central,CF,Kawadjia,http://airportsbase.org/Central_African_Republic/all/Kawadjia/Kawadjia, ,KWD,"1° 57' 0"" S","124° 58' 0"" E",http://airportsbase.org/Central_African_Republic/all/Kawadjia/Kawadjia
Kembe  Kembe,Central,CF,Airport of Kembe,http://airportsbase.org/Central_African_Republic/all/Kembe/Airport_of_Kembe,FEFK,,,,http://airportsbase.org/Central_African_Republic/all/Kembe/Airport_of_Kembe
Kouango  Kouango,Central,CF,Airport of Kouango,http://airportsbase.org/Central_African_Republic/all/Kouango/Airport_of_Kouango,FEGK,,,,http://airportsbase.org/Central_African_Republic/all/Kouango/Airport_of_Kouango
Koumala  Koumala,Central,CF,Koumala,http://airportsbase.org/Central_African_Republic/all/Koumala/Koumala, ,KOL,"8° 30' 0"" N","21° 15' 0"" E",http://airportsbase.org/Central_African_Republic/all/Koumala/Koumala
Mobaye  Mobaye,Central,CF,Mbanga,http://airportsbase.org/Central_African_Republic/all/Mobaye/Mbanga,FEFE,,,,http://airportsbase.org/Central_African_Republic/all/Mobaye/Mbanga
Ndele  Ndele,Central,CF,Ndele,http://airportsbase.org/Central_African_Republic/all/Ndele/Ndele,FEFN,NDL,"8° 24' 0"" N","20° 39' 0"" E",http://airportsbase.org/Central_African_Republic/all/Ndele/Ndele
Obo  Obo,Central,CF,Mboki,http://airportsbase.org/Central_African_Republic/all/Obo/Mboki,FEGE,MKI,,,http://airportsbase.org/Central_African_Republic/all/Obo/Mboki
Ouadda  Ouadda,Central,CF,Ouadda,http://airportsbase.org/Central_African_Republic/all/Ouadda/Ouadda,FEFW,ODA,"8° 0' 0"" N","22° 25' 0"" E",http://airportsbase.org/Central_African_Republic/all/Ouadda/Ouadda
Ouanda Djalle  Ouanda Djalle,Central,CF,Ouanda Djalle,http://airportsbase.org/Central_African_Republic/all/Ouanda_Djalle/Ouanda_Djalle,FEGO,ODJ,"8° 55' 0"" N","22° 35' 0"" E",http://airportsbase.org/Central_African_Republic/all/Ouanda_Djalle/Ouanda_Djalle
Paoua  Paoua,Central,CF,Airport of Paoua,http://airportsbase.org/Central_African_Republic/all/Paoua/Airport_of_Paoua,FEFP,,,,http://airportsbase.org/Central_African_Republic/all/Paoua/Airport_of_Paoua
Rafai  Rafai,Central,CF,Rafai,http://airportsbase.org/Central_African_Republic/all/Rafai/Rafai,FEGR,RFA,"4° 59' 19"" N","23° 55' 40"" E",http://airportsbase.org/Central_African_Republic/all/Rafai/Rafai
Yalinga  Yalinga,Central,CF,Yalinga,http://airportsbase.org/Central_African_Republic/all/Yalinga/Yalinga,FEFY,AIG,"6° 31' 0"" N","23° 15' 0"" E",http://airportsbase.org/Central_African_Republic/all/Yalinga/Yalinga
Zemio  Zemio,Central,CF,Zemio,http://airportsbase.org/Central_African_Republic/all/Zemio/Zemio,FEFZ,IMO,"5° 2' 0"" N","25° 8' 0"" E",http://airportsbase.org/Central_African_Republic/all/Zemio/Zemio
Abecher  Abecher,Chad,TD,Abecher,http://airportsbase.org/Chad/all/Abecher/Abecher,FTTC,AEH,"13° 51' 0"" N","20° 51' 0"" E",http://airportsbase.org/Chad/all/Abecher/Abecher
Abou Deia  Abou Deia,Chad,TD,Abou Deia,http://airportsbase.org/Chad/all/Abou_Deia/Abou_Deia, ,AOD,"11° 28' 0"" N","19° 17' 0"" E",http://airportsbase.org/Chad/all/Abou_Deia/Abou_Deia
Am Timan  Am Timan,Chad,TD,Airport of Am Timan,http://airportsbase.org/Chad/all/Am_Timan/Airport_of_Am_Timan,FTTN,,,,http://airportsbase.org/Chad/all/Am_Timan/Airport_of_Am_Timan
Ati  Ati,Chad,TD,Ati,http://airportsbase.org/Chad/all/Ati/Ati,FTTI,ATV,"13° 14' 0"" N","18° 19' 0"" E",http://airportsbase.org/Chad/all/Ati/Ati
Bardai-Zougra  Bardai-Zougra,Chad,TD,Airport of Bardai-Zougra,http://airportsbase.org/Chad/all/Bardai-Zougra/Airport_of_Bardai-Zougra,FTTZ,,,,http://airportsbase.org/Chad/all/Bardai-Zougra/Airport_of_Bardai-Zougra
Biltine  Biltine,Chad,TD,Airport of Biltine,http://airportsbase.org/Chad/all/Biltine/Airport_of_Biltine,FTTE,,,,http://airportsbase.org/Chad/all/Biltine/Airport_of_Biltine
Bokoro  Bokoro,Chad,TD,Bokoro,http://airportsbase.org/Chad/all/Bokoro/Bokoro,FTTK,BKR,"12° 50' 0"" N","17° 15' 0"" E",http://airportsbase.org/Chad/all/Bokoro/Bokoro
Bol  Bol,Chad,TD,Bol,http://airportsbase.org/Chad/all/Bol/Bol,FTTL,OTC,"13° 26' 0"" N","14° 44' 0"" E",http://airportsbase.org/Chad/all/Bol/Bol
Bongor  Bongor,Chad,TD,Bongor,http://airportsbase.org/Chad/all/Bongor/Bongor,FTTB,OGR,"10° 17' 22"" N","15° 23' 0"" E",http://airportsbase.org/Chad/all/Bongor/Bongor
Bousso  Bousso,Chad,TD,Bousso,http://airportsbase.org/Chad/all/Bousso/Bousso,FTTS,OUT,"10° 29' 0"" N","16° 43' 0"" E",http://airportsbase.org/Chad/all/Bousso/Bousso
Fada Largeau  Fada Largeau,Chad,TD,Faya,http://airportsbase.org/Chad/all/Fada_Largeau/Faya,FTTF,FYT,"17° 56' 0"" N","19° 8' 0"" E",http://airportsbase.org/Chad/all/Fada_Largeau/Faya
Goz-Beida  Goz-Beida,Chad,TD,Airport of Goz-Beida,http://airportsbase.org/Chad/all/Goz-Beida/Airport_of_Goz-Beida,FTTG,,,,http://airportsbase.org/Chad/all/Goz-Beida/Airport_of_Goz-Beida
Lai  Lai,Chad,TD,Lai,http://airportsbase.org/Chad/all/Lai/Lai,FTTH,LTC,"9° 25' 0"" N","16° 1' 0"" E",http://airportsbase.org/Chad/all/Lai/Lai
Mao  Mao,Chad,TD,Mao,http://airportsbase.org/Chad/all/Mao/Mao,FTTU,AMO,"14° 7' 0"" N","15° 19' 0"" E",http://airportsbase.org/Chad/all/Mao/Mao
Melfi  Melfi,Chad,TD,Melfi,http://airportsbase.org/Chad/all/Melfi/Melfi, ,MEF,"11° 3' 0"" N","17° 57' 0"" E",http://airportsbase.org/Chad/all/Melfi/Melfi
Mongo  Mongo,Chad,TD,Mongo,http://airportsbase.org/Chad/all/Mongo/Mongo,FTTM,MVO,"12° 12' 0"" N","18° 47' 0"" E",http://airportsbase.org/Chad/all/Mongo/Mongo
Moundou  Moundou,Chad,TD,Moundou,http://airportsbase.org/Chad/all/Moundou/Moundou,FTTD,MQQ,"08° 37' 27.86"" N","016° 04' 17.11"" E",http://airportsbase.org/Chad/all/Moundou/Moundou
N'Djamena  N'Djamena,Chad,TD,N'Djamena Aeroport,http://airportsbase.org/Chad/all/N_Djamena/N_Djamena_Aeroport,FTTJ,NDJ,"12° 8' 0"" N","15° 2' 0"" E",http://airportsbase.org/Chad/all/N_Djamena/N_Djamena_Aeroport
Oum Hadjer  Oum Hadjer,Chad,TD,Oum Hadjer,http://airportsbase.org/Chad/all/Oum_Hadjer/Oum_Hadjer, ,OUM,"13° 16' 0"" N","19° 43' 0"" E",http://airportsbase.org/Chad/all/Oum_Hadjer/Oum_Hadjer
Pala  Pala,Chad,TD,Pala,http://airportsbase.org/Chad/all/Pala/Pala,FTTP,PLF,"9° 23' 0"" N","14° 56' 0"" E",http://airportsbase.org/Chad/all/Pala/Pala
Sarh  Sarh,Chad,TD,Sarh,http://airportsbase.org/Chad/all/Sarh/Sarh,FTTA,SRH,"9° 9' 0"" N","18° 23' 0"" E",http://airportsbase.org/Chad/all/Sarh/Sarh
Zakouma  Zakouma,Chad,TD,Zakouma,http://airportsbase.org/Chad/all/Zakouma/Zakouma, ,AKM,"10° 53' 0"" N","19° 49' 0"" E",http://airportsbase.org/Chad/all/Zakouma/Zakouma
Zouar  Zouar,Chad,TD,Airport of Zouar,http://airportsbase.org/Chad/all/Zouar/Airport_of_Zouar,FTTR,,,,http://airportsbase.org/Chad/all/Zouar/Airport_of_Zouar
Achao  Achao,Chile,CL,Tolquien,http://airportsbase.org/Chile/all/Achao/Tolquien,SCAH,,,,http://airportsbase.org/Chile/all/Achao/Tolquien
Alhue  Alhue,Chile,CL,San Alfonso,http://airportsbase.org/Chile/all/Alhue/San_Alfonso,SCAF,,,,http://airportsbase.org/Chile/all/Alhue/San_Alfonso
Alto Del Carmen  Alto Del Carmen,Chile,CL,Tres Quebradas,http://airportsbase.org/Chile/all/Alto_Del_Carmen/Tres_Quebradas,SCTQ,,,,http://airportsbase.org/Chile/all/Alto_Del_Carmen/Tres_Quebradas
Alto Palena  Alto Palena,Chile,CL,Alto Palena,http://airportsbase.org/Chile/all/Alto_Palena/Alto_Palena,SCAP,WAP,"43° 38' 0"" S","71° 49' 0"" W",http://airportsbase.org/Chile/all/Alto_Palena/Alto_Palena
Ancud (Chiloe Island  Ancud (Chiloe Island,Chile,CL,MET Faro Punta Corona,http://airportsbase.org/Chile/all/Ancud_Chiloe_Island/MET_Faro_Punta_Corona,SHPC,,,,http://airportsbase.org/Chile/all/Ancud_Chiloe_Island/MET_Faro_Punta_Corona
Angol  Angol,Chile,CL,Los Confines,http://airportsbase.org/Chile/all/Angol/Los_Confines,SCGO,,,,http://airportsbase.org/Chile/all/Angol/Los_Confines
Antofagasta  Antofagasta,Chile,CL,Aguas Blancas,http://airportsbase.org/Chile/all/Antofagasta/Aguas_Blancas,SCGU,,,,http://airportsbase.org/Chile/all/Antofagasta/Aguas_Blancas
Arica  Arica,Chile,CL,Chacalluta,http://airportsbase.org/Chile/all/Arica/Chacalluta,SCAR,ARI,"18° 20' 54.71"" S","070° 20' 19.47"" W",http://airportsbase.org/Chile/all/Arica/Chacalluta
Ayacara  Ayacara,Chile,CL,Ayacara,http://airportsbase.org/Chile/all/Ayacara/Ayacara,SCAY,,,,http://airportsbase.org/Chile/all/Ayacara/Ayacara
Bahia Inutil  Bahia Inutil,Chile,CL,Pampa Guanaco,http://airportsbase.org/Chile/all/Bahia_Inutil/Pampa_Guanaco,SCBI,,,,http://airportsbase.org/Chile/all/Bahia_Inutil/Pampa_Guanaco
Bahia Posesion  Bahia Posesion,Chile,CL,Posesion,http://airportsbase.org/Chile/all/Bahia_Posesion/Posesion,SCBS,,,,http://airportsbase.org/Chile/all/Bahia_Posesion/Posesion
Balmaceda  Balmaceda,Chile,CL,Balmaceda,http://airportsbase.org/Chile/all/Balmaceda/Balmaceda,SCBA,BBA,"45° 54' 57.81"" S","071° 41' 22.11"" W",http://airportsbase.org/Chile/all/Balmaceda/Balmaceda
Base Antartica  Base Antartica,Chile,CL,Arturo Prat,http://airportsbase.org/Chile/all/Base_Antartica/Arturo_Prat,SCBP,,,,http://airportsbase.org/Chile/all/Base_Antartica/Arturo_Prat
Bulnes  Bulnes,Chile,CL,El Litral,http://airportsbase.org/Chile/all/Bulnes/El_Litral,SCUL,,,,http://airportsbase.org/Chile/all/Bulnes/El_Litral
Cabildo  Cabildo,Chile,CL,El Algarrobo,http://airportsbase.org/Chile/all/Cabildo/El_Algarrobo,SCDL,,,,http://airportsbase.org/Chile/all/Cabildo/El_Algarrobo
Cabo De Hornos  Cabo De Hornos,Chile,CL,MET Station,http://airportsbase.org/Chile/all/Cabo_De_Hornos/MET_Station,SHCS,,,,http://airportsbase.org/Chile/all/Cabo_De_Hornos/MET_Station
Cabo Raper  Cabo Raper,Chile,CL,MET Station,http://airportsbase.org/Chile/all/Cabo_Raper/MET_Station,SHRR,,,,http://airportsbase.org/Chile/all/Cabo_Raper/MET_Station
Calama  Calama,Chile,CL,El Loa Aerodrome,http://airportsbase.org/Chile/all/Calama/El_Loa_Aerodrome,SCCF,CJC,"22° 29' 53.43"" S","068° 54' 12.87"" W",http://airportsbase.org/Chile/all/Calama/El_Loa_Aerodrome
Caldera  Caldera,Chile,CL,Caldera,http://airportsbase.org/Chile/all/Caldera/Caldera,SCCL,,"27° 04' 40.99"" S","070° 47' 43.10"" W",http://airportsbase.org/Chile/all/Caldera/Caldera
Caleta Josefina  Caleta Josefina,Chile,CL,Airport of Caleta Josefina,http://airportsbase.org/Chile/all/Caleta_Josefina/Airport_of_Caleta_Josefina, ,WCJ,,,http://airportsbase.org/Chile/all/Caleta_Josefina/Airport_of_Caleta_Josefina
Canete  Canete,Chile,CL,Las Misiones,http://airportsbase.org/Chile/all/Canete/Las_Misiones,SCNM,,,,http://airportsbase.org/Chile/all/Canete/Las_Misiones
Casablanca  Casablanca,Chile,CL,El Tapihue,http://airportsbase.org/Chile/all/Casablanca/El_Tapihue,SCTW,,,,http://airportsbase.org/Chile/all/Casablanca/El_Tapihue
Castro (Chiloe Island  Castro (Chiloe Island,Chile,CL,Gamboa,http://airportsbase.org/Chile/all/Castro_Chiloe_Island/Gamboa,SCST,WCA,"42° 30' 0"" S","73° 45' 0"" W",http://airportsbase.org/Chile/all/Castro_Chiloe_Island/Gamboa
Cauquenes  Cauquenes,Chile,CL,Alto Cauguenes,http://airportsbase.org/Chile/all/Cauquenes/Alto_Cauguenes,SCCN,,,,http://airportsbase.org/Chile/all/Cauquenes/Alto_Cauguenes
Cerro Guido  Cerro Guido,Chile,CL,MET Station,http://airportsbase.org/Chile/all/Cerro_Guido/MET_Station,SHGD,,,,http://airportsbase.org/Chile/all/Cerro_Guido/MET_Station
Cerro Sombrero  Cerro Sombrero,Chile,CL,Cerro Sombrero,http://airportsbase.org/Chile/all/Cerro_Sombrero/Cerro_Sombrero,SCSB,SMB,"52° 40' 0"" S","69° 16' 0"" W",http://airportsbase.org/Chile/all/Cerro_Sombrero/Cerro_Sombrero
Chaiten  Chaiten,Chile,CL,Caleta Gonzalo,http://airportsbase.org/Chile/all/Chaiten/Caleta_Gonzalo,SCGN,,,,http://airportsbase.org/Chile/all/Chaiten/Caleta_Gonzalo
Chanaral  Chanaral,Chile,CL,Chanaral Aerodrome,http://airportsbase.org/Chile/all/Chanaral/Chanaral_Aerodrome,SCRA,CNR,"26° 19' 57.15"" S","070° 36' 26.31"" W",http://airportsbase.org/Chile/all/Chanaral/Chanaral_Aerodrome
Chepica  Chepica,Chile,CL,Chepica,http://airportsbase.org/Chile/all/Chepica/Chepica,SCEK,,,,http://airportsbase.org/Chile/all/Chepica/Chepica
Chile Chico  Chile Chico,Chile,CL,Chile Chico,http://airportsbase.org/Chile/all/Chile_Chico/Chile_Chico,SCCC,CCH,"46° 35' 00.03"" S","071° 41' 14.66"" W",http://airportsbase.org/Chile/all/Chile_Chico/Chile_Chico
Chile Completo  Chile Completo,Chile,CL,Solo Uso AIS,http://airportsbase.org/Chile/all/Chile_Completo/Solo_Uso_AIS,SCXX,,,,http://airportsbase.org/Chile/all/Chile_Completo/Solo_Uso_AIS
Chillan  Chillan,Chile,CL,Aerodromo Bernardo O'Higgins,http://airportsbase.org/Chile/all/Chillan/Aerodromo_Bernardo_O_Higgins,SCCH,YAI,"36° 34' 0"" S","72° 2' 0"" W",http://airportsbase.org/Chile/all/Chillan/Aerodromo_Bernardo_O_Higgins
Cholguan  Cholguan,Chile,CL,Siberia,http://airportsbase.org/Chile/all/Cholguan/Siberia,SCGS,,,,http://airportsbase.org/Chile/all/Cholguan/Siberia
Chonchi  Chonchi,Chile,CL,Calafates,http://airportsbase.org/Chile/all/Chonchi/Calafates,SCFS,,,,http://airportsbase.org/Chile/all/Chonchi/Calafates
Choshuenco  Choshuenco,Chile,CL,Chan Chan,http://airportsbase.org/Chile/all/Choshuenco/Chan_Chan,SCHN,,,,http://airportsbase.org/Chile/all/Choshuenco/Chan_Chan
Cobquecura  Cobquecura,Chile,CL,Los Morros,http://airportsbase.org/Chile/all/Cobquecura/Los_Morros,SCQR,,,,http://airportsbase.org/Chile/all/Cobquecura/Los_Morros
Cochamo  Cochamo,Chile,CL,Cochamo,http://airportsbase.org/Chile/all/Cochamo/Cochamo,SCKM,,,,http://airportsbase.org/Chile/all/Cochamo/Cochamo
Cochrane  Cochrane,Chile,CL,Aerodrome Cochrane,http://airportsbase.org/Chile/all/Cochrane/Aerodrome_Cochrane,SCHR,LGR,"47° 14' 37.85"" S","072° 35' 18.30"" W",http://airportsbase.org/Chile/all/Cochrane/Aerodrome_Cochrane
Coelemu  Coelemu,Chile,CL,Torreon,http://airportsbase.org/Chile/all/Coelemu/Torreon,SCKT,,,,http://airportsbase.org/Chile/all/Coelemu/Torreon
Coihueco  Coihueco,Chile,CL,Quinahue,http://airportsbase.org/Chile/all/Coihueco/Quinahue,SCQG,,,,http://airportsbase.org/Chile/all/Coihueco/Quinahue
Aksu  Aksu,China,CN,Aksu,http://airportsbase.org/China/all/Aksu/Aksu,ZWAK,AKU,"38° 40' 0"" N","75° 40' 0"" E",http://airportsbase.org/China/all/Aksu/Aksu
Altay  Altay,China,CN,Altay,http://airportsbase.org/China/all/Altay/Altay,ZWAT,AAT,"43° 56' 0"" N","89° 30' 0"" E",http://airportsbase.org/China/all/Altay/Altay
An Shun  An Shun,China,CN,An Shun/Huang Guo Shu,http://airportsbase.org/China/all/An_Shun/An_Shun_Huang_Guo_Shu, ,AVA,"33° 13' 0"" N","120° 57' 0"" E",http://airportsbase.org/China/all/An_Shun/An_Shun_Huang_Guo_Shu
Ankang  Ankang,China,CN,Ankang,http://airportsbase.org/China/all/Ankang/Ankang, ,AKA,"32° 30' 0"" N","109° 0' 30"" E",http://airportsbase.org/China/all/Ankang/Ankang
Anqing  Anqing,China,CN,Anqing,http://airportsbase.org/China/all/Anqing/Anqing,ZSAQ,AQG,"30° 31' 0"" N","117° 2' 0"" E",http://airportsbase.org/China/all/Anqing/Anqing
Anshan  Anshan,China,CN,Anshan,http://airportsbase.org/China/all/Anshan/Anshan,ZYAS,AOG,"41° 10' 0"" N","123° 2' 0"" E",http://airportsbase.org/China/all/Anshan/Anshan
