city,country,ISO CountryCode,AirportName,airporturl,ICAO,IATA,latitude,longitude,moreinfourl
Anyang  Anyang,China,CN,Anyang,http://airportsbase.org/China/all/Anyang/Anyang,ZHAY,AYN,"36° 6' 0"" N","114° 21' 0"" E",http://airportsbase.org/China/all/Anyang/Anyang
Axialashankou  Axialashankou,China,CN,Airport of Axialashankou,http://airportsbase.org/China/all/Axialashankou/Airport_of_Axialashankou,ZWAX,,,,http://airportsbase.org/China/all/Axialashankou/Airport_of_Axialashankou
Baoshan  Baoshan,China,CN,Baoshan,http://airportsbase.org/China/all/Baoshan/Baoshan,ZPBS,BSD,"25° 9' 0"" N","99° 9' 0"" E",http://airportsbase.org/China/all/Baoshan/Baoshan
Baotou  Baotou,China,CN,Baotou,http://airportsbase.org/China/all/Baotou/Baotou,ZBOW,BAV,"40° 33' 36"" N","109° 59' 49"" E",http://airportsbase.org/China/all/Baotou/Baotou
Beihai  Beihai,China,CN,Fucheng,http://airportsbase.org/China/all/Beihai/Fucheng,ZGBH,BHY,"21° 29' 0"" N","109° 5' 0"" E",http://airportsbase.org/China/all/Beihai/Fucheng
Beijing  Beijing,China,CN,Beijing ACC,http://airportsbase.org/China/all/Beijing/Beijing_ACC,ZBAC,,,,http://airportsbase.org/China/all/Beijing/Beijing_ACC
Beijipingtai  Beijipingtai,China,CN,Airport of Beijipingtai,http://airportsbase.org/China/all/Beijipingtai/Airport_of_Beijipingtai,ZGBJ,,,,http://airportsbase.org/China/all/Beijipingtai/Airport_of_Beijipingtai
Beiling  Beiling,China,CN,Airport of Beiling,http://airportsbase.org/China/all/Beiling/Airport_of_Beiling,ZYBL,,,,http://airportsbase.org/China/all/Beiling/Airport_of_Beiling
Bengbu  Bengbu,China,CN,Bengbu,http://airportsbase.org/China/all/Bengbu/Bengbu,ZSBB,BFU,"32° 56' 27"" N","117° 21' 39"" E",http://airportsbase.org/China/all/Bengbu/Bengbu
Benxi  Benxi,China,CN,Airport of Benxi,http://airportsbase.org/China/all/Benxi/Airport_of_Benxi,ZYBX,,,,http://airportsbase.org/China/all/Benxi/Airport_of_Benxi
Bose  Bose,China,CN,Airport of Bose,http://airportsbase.org/China/all/Bose/Airport_of_Bose,ZGBS,,,,http://airportsbase.org/China/all/Bose/Airport_of_Bose
Botou  Botou,China,CN,Airport of Botou,http://airportsbase.org/China/all/Botou/Airport_of_Botou,ZBPM,,,,http://airportsbase.org/China/all/Botou/Airport_of_Botou
Chaling  Chaling,China,CN,Airport of Chaling,http://airportsbase.org/China/all/Chaling/Airport_of_Chaling,ZGCL,,,,http://airportsbase.org/China/all/Chaling/Airport_of_Chaling
Changchun  Changchun,China,CN,Dafangshen,http://airportsbase.org/China/all/Changchun/Dafangshen,ZYCC,CGQ,"43° 55' 0"" N","125° 20' 0"" E",http://airportsbase.org/China/all/Changchun/Dafangshen
Changde  Changde,China,CN,Taohuayuan,http://airportsbase.org/China/all/Changde/Taohuayuan,ZGCD,CGD,"29° 2' 0"" N","111° 41' 0"" E",http://airportsbase.org/China/all/Changde/Taohuayuan
Changdu  Changdu,China,CN,Bangda,http://airportsbase.org/China/all/Changdu/Bangda,ZUBD,BPX,"30° 32' 23"" N","97° 6' 32"" E",http://airportsbase.org/China/all/Changdu/Bangda
Changhai  Changhai,China,CN,Changhai,http://airportsbase.org/China/all/Changhai/Changhai,ZYCH,CNI,"39° 16' 0"" N","122° 31' 0"" E",http://airportsbase.org/China/all/Changhai/Changhai
Changsha  Changsha,China,CN,Changsha Metropolitan Area,http://airportsbase.org/China/all/Changsha/Changsha_Metropolitan_Area,ZGCS,,,,http://airportsbase.org/China/all/Changsha/Changsha_Metropolitan_Area
Changzhi  Changzhi,China,CN,Changzhi,http://airportsbase.org/China/all/Changzhi/Changzhi,ZBCZ,CIH,"36° 11' 0"" N","113° 8' 0"" E",http://airportsbase.org/China/all/Changzhi/Changzhi
Changzhou  Changzhou,China,CN,Changzhou,http://airportsbase.org/China/all/Changzhou/Changzhou,ZSCG,CZX,"31° 42' 0"" N","119° 58' 0"" E",http://airportsbase.org/China/all/Changzhou/Changzhou
Chaoyang  Chaoyang,China,CN,Chaoyang Airport,http://airportsbase.org/China/all/Chaoyang/Chaoyang_Airport,ZYCY,CHG,"41° 36' 6"" N","120° 24' 18"" E",http://airportsbase.org/China/all/Chaoyang/Chaoyang_Airport
Chifeng  Chifeng,China,CN,Chifeng,http://airportsbase.org/China/all/Chifeng/Chifeng,ZBCF,CIF,"42° 20' 0"" N","119° 0' 30"" E",http://airportsbase.org/China/all/Chifeng/Chifeng
Chongqing  Chongqing,China,CN,Chongqing Jiangbei International,http://airportsbase.org/China/all/Chongqing/Chongqing_Jiangbei_International,ZUCK,CKG,"29° 43' 9"" N","106° 38' 30"" E",http://airportsbase.org/China/all/Chongqing/Chongqing_Jiangbei_International
Dali City  Dali City,China,CN,Dali,http://airportsbase.org/China/all/Dali_City/Dali,ZPDL,DLU,"25° 34' 0"" N","100° 14' 0"" E",http://airportsbase.org/China/all/Dali_City/Dali
Dalian  Dalian,China,CN,Zhou Shuizi,http://airportsbase.org/China/all/Dalian/Zhou_Shuizi,ZYTL,DLC,"38° 57' 56"" N","121° 32' 19"" E",http://airportsbase.org/China/all/Dalian/Zhou_Shuizi
Dandong  Dandong,China,CN,Langtou,http://airportsbase.org/China/all/Dandong/Langtou,ZYDD,DDG,"40° 12' 0"" N","124° 15' 0"" E",http://airportsbase.org/China/all/Dandong/Langtou
Daofu  Daofu,China,CN,Airport of Daofu,http://airportsbase.org/China/all/Daofu/Airport_of_Daofu,ZUDF,,,,http://airportsbase.org/China/all/Daofu/Airport_of_Daofu
Datong  Datong,China,CN,Datong,http://airportsbase.org/China/all/Datong/Datong,ZBDT,DAT,"40° 3' 37"" N","113° 28' 56"" E",http://airportsbase.org/China/all/Datong/Datong
Dawangzhuang  Dawangzhuang,China,CN,Airport of Dawangzhuang,http://airportsbase.org/China/all/Dawangzhuang/Airport_of_Dawangzhuang,ZBYK,,,,http://airportsbase.org/China/all/Dawangzhuang/Airport_of_Dawangzhuang
Daxian  Daxian,China,CN,Daxian,http://airportsbase.org/China/all/Daxian/Daxian,ZUDX,DAX,"31° 18' 0"" N","107° 30' 0"" E",http://airportsbase.org/China/all/Daxian/Daxian
Dazu (Longgang  Dazu (Longgang,China,CN,Dazu,http://airportsbase.org/China/all/Dazu_Longgang/Dazu,ZUDZ,DZU,"29° 42' 0"" N","105° 48' 0"" E",http://airportsbase.org/China/all/Dazu_Longgang/Dazu
Dehong  Dehong,China,CN,Airport of Dehong,http://airportsbase.org/China/all/Dehong/Airport_of_Dehong,ZPMS,,,,http://airportsbase.org/China/all/Dehong/Airport_of_Dehong
Dengkou  Dengkou,China,CN,Airport of Dengkou,http://airportsbase.org/China/all/Dengkou/Airport_of_Dengkou,ZBMV,,,,http://airportsbase.org/China/all/Dengkou/Airport_of_Dengkou
Diqing  Diqing,China,CN,Airport of Diqing,http://airportsbase.org/China/all/Diqing/Airport_of_Diqing,ZPDQ,,,,http://airportsbase.org/China/all/Diqing/Airport_of_Diqing
Cocos Islands  Cocos Islands,Cocos,CC,Cocos Islands Intl,http://airportsbase.org/Cocos_Keeling_Islands/all/Cocos_Islands/Cocos_Islands_Intl,YPCC,CCK,"12° 11' 0"" S","96° 50' 0"" E",http://airportsbase.org/Cocos_Keeling_Islands/all/Cocos_Islands/Cocos_Islands_Intl
Acandi  Acandi,Colombia,CO,Acandi,http://airportsbase.org/Colombia/all/Acandi/Acandi,SKAD,ACD,"8° 30' 0"" N","73° 38' 0"" W",http://airportsbase.org/Colombia/all/Acandi/Acandi
Acaricuara  Acaricuara,Colombia,CO,Acaricuara,http://airportsbase.org/Colombia/all/Acaricuara/Acaricuara, ,ARF,"0° 32' 0"" N","70° 8' 0"" W",http://airportsbase.org/Colombia/all/Acaricuara/Acaricuara
Aguachica  Aguachica,Colombia,CO,Airport of Aguachica,http://airportsbase.org/Colombia/all/Aguachica/Airport_of_Aguachica,SKAG,,,,http://airportsbase.org/Colombia/all/Aguachica/Airport_of_Aguachica
Aguaclara  Aguaclara,Colombia,CO,Aguaclara,http://airportsbase.org/Colombia/all/Aguaclara/Aguaclara, ,ACL,"4° 45' 0"" N","73° 0' 0"" W",http://airportsbase.org/Colombia/all/Aguaclara/Aguaclara
Amalfi  Amalfi,Colombia,CO,Amalfi,http://airportsbase.org/Colombia/all/Amalfi/Amalfi,SKAM,AFI,"6° 55' 0"" N","75° 4' 0"" W",http://airportsbase.org/Colombia/all/Amalfi/Amalfi
Andes  Andes,Colombia,CO,Andes,http://airportsbase.org/Colombia/all/Andes/Andes,SKAN,ADN,"5° 40' 0"" N","75° 53' 0"" W",http://airportsbase.org/Colombia/all/Andes/Andes
Apartado  Apartado,Colombia,CO,Apartado,http://airportsbase.org/Colombia/all/Apartado/Apartado, ,APO,"7° 2' 0"" N","77° 12' 0"" W",http://airportsbase.org/Colombia/all/Apartado/Apartado
Apiay  Apiay,Colombia,CO,Apiay AFB,http://airportsbase.org/Colombia/all/Apiay/Apiay_AFB,SKAP,API,"4° 4' 8"" N","73° 3' 7"" W",http://airportsbase.org/Colombia/all/Apiay/Apiay_AFB
Araracuara  Araracuara,Colombia,CO,Araracuara,http://airportsbase.org/Colombia/all/Araracuara/Araracuara,SKAC,ACR,"0° 23' 0"" S","72° 18' 0"" W",http://airportsbase.org/Colombia/all/Araracuara/Araracuara
Arauca  Arauca,Colombia,CO,Santiago Perez Quiroz,http://airportsbase.org/Colombia/all/Arauca/Santiago_Perez_Quiroz,SKUC,AUC,"7° 4' 0"" N","70° 44' 0"" W",http://airportsbase.org/Colombia/all/Arauca/Santiago_Perez_Quiroz
Arauquita  Arauquita,Colombia,CO,Arauquita,http://airportsbase.org/Colombia/all/Arauquita/Arauquita, ,ARQ,"7° 2' 10"" N","71° 26' 25"" W",http://airportsbase.org/Colombia/all/Arauquita/Arauquita
Arboletas  Arboletas,Colombia,CO,Arboletas,http://airportsbase.org/Colombia/all/Arboletas/Arboletas, ,ARO,"8° 52' 0"" N","76° 26' 0"" W",http://airportsbase.org/Colombia/all/Arboletas/Arboletas
Arica  Arica,Colombia,CO,Arica,http://airportsbase.org/Colombia/all/Arica/Arica, ,ACM,"2° 8' 0"" S","71° 47' 0"" W",http://airportsbase.org/Colombia/all/Arica/Arica
Armenia  Armenia,Colombia,CO,El Eden,http://airportsbase.org/Colombia/all/Armenia/El_Eden,SKAR,AXM,"04° 27' 09.99"" N","075° 45' 59.21"" W",http://airportsbase.org/Colombia/all/Armenia/El_Eden
Ayacucho  Ayacucho,Colombia,CO,Ayacucho,http://airportsbase.org/Colombia/all/Ayacucho/Ayacucho, ,AYC,"8° 36' 0"" N","73° 37' 0"" W",http://airportsbase.org/Colombia/all/Ayacucho/Ayacucho
Ayapel  Ayapel,Colombia,CO,Ayapel,http://airportsbase.org/Colombia/all/Ayapel/Ayapel, ,AYA,"8° 18' 0"" N","75° 9' 0"" W",http://airportsbase.org/Colombia/all/Ayapel/Ayapel
Bahia Cupica  Bahia Cupica,Colombia,CO,Bahia Cupica,http://airportsbase.org/Colombia/all/Bahia_Cupica/Bahia_Cupica,SKCP,BHF,"6° 33' 0"" N","77° 20' 0"" W",http://airportsbase.org/Colombia/all/Bahia_Cupica/Bahia_Cupica
Bahia Solano  Bahia Solano,Colombia,CO,Jose Celestino Mutis,http://airportsbase.org/Colombia/all/Bahia_Solano/Jose_Celestino_Mutis,SKBS,BSC,"6° 11' 0"" N","77° 24' 0"" W",http://airportsbase.org/Colombia/all/Bahia_Solano/Jose_Celestino_Mutis
Barranca De Upia  Barranca De Upia,Colombia,CO,Barranca De Upia,http://airportsbase.org/Colombia/all/Barranca_De_Upia/Barranca_De_Upia, ,BAC,"4° 35' 0"" N","72° 58' 0"" W",http://airportsbase.org/Colombia/all/Barranca_De_Upia/Barranca_De_Upia
Barrancabermeja  Barrancabermeja,Colombia,CO,Yariguies,http://airportsbase.org/Colombia/all/Barrancabermeja/Yariguies,SKEJ,EJA,"7° 1' 0"" N","73° 46' 0"" W",http://airportsbase.org/Colombia/all/Barrancabermeja/Yariguies
Barrancominas  Barrancominas,Colombia,CO,Barrancominas,http://airportsbase.org/Colombia/all/Barrancominas/Barrancominas, ,NBB,"3° 20' 0"" N","70° 20' 0"" W",http://airportsbase.org/Colombia/all/Barrancominas/Barrancominas
Barranquilla  Barranquilla,Colombia,CO,Barranquilla ACC FIR UIR,http://airportsbase.org/Colombia/all/Barranquilla/Barranquilla_ACC_FIR_UIR,SKEC,,,,http://airportsbase.org/Colombia/all/Barranquilla/Barranquilla_ACC_FIR_UIR
Becerril  Becerril,Colombia,CO,Airport of Becerril,http://airportsbase.org/Colombia/all/Becerril/Airport_of_Becerril,SKBE,,,,http://airportsbase.org/Colombia/all/Becerril/Airport_of_Becerril
Berastegui  Berastegui,Colombia,CO,Airport of Berastegui,http://airportsbase.org/Colombia/all/Berastegui/Airport_of_Berastegui,SKBR,,,,http://airportsbase.org/Colombia/all/Berastegui/Airport_of_Berastegui
Bogota  Bogota,Colombia,CO,Bogota ACC UIR FIR,http://airportsbase.org/Colombia/all/Bogota/Bogota_ACC_UIR_FIR,SKED,,,,http://airportsbase.org/Colombia/all/Bogota/Bogota_ACC_UIR_FIR
Bucaramanga  Bucaramanga,Colombia,CO,Palo Negro,http://airportsbase.org/Colombia/all/Bucaramanga/Palo_Negro,SKBG,BGA,"07° 07' 35.40"" N","073° 11' 05.20"" W",http://airportsbase.org/Colombia/all/Bucaramanga/Palo_Negro
Buenaventura  Buenaventura,Colombia,CO,Buenaventura,http://airportsbase.org/Colombia/all/Buenaventura/Buenaventura,SKBU,BUN,"3° 50' 0"" N","77° 0' 0"" W",http://airportsbase.org/Colombia/all/Buenaventura/Buenaventura
Buenavista  Buenavista,Colombia,CO,BUENAVISTA,http://airportsbase.org/Colombia/all/Buenavista/BUENAVISTA,SKBN,,"10° 53' 16.36"" N","072° 54' 01.49"" W",http://airportsbase.org/Colombia/all/Buenavista/BUENAVISTA
Cali  Cali,Colombia,CO,Alfonso Bonilla Aragon,http://airportsbase.org/Colombia/all/Cali/Alfonso_Bonilla_Aragon,SKCL,CLO,"3° 27' 27"" N","76° 29' 47"" W",http://airportsbase.org/Colombia/all/Cali/Alfonso_Bonilla_Aragon
Candilejas  Candilejas,Colombia,CO,Candilejas,http://airportsbase.org/Colombia/all/Candilejas/Candilejas, ,CJD,"2° 4' 0"" N","74° 35' 0"" W",http://airportsbase.org/Colombia/all/Candilejas/Candilejas
Caquetania  Caquetania,Colombia,CO,Caquetania,http://airportsbase.org/Colombia/all/Caquetania/Caquetania, ,CQT,"2° 2' 0"" N","74° 13' 0"" W",http://airportsbase.org/Colombia/all/Caquetania/Caquetania
Carepa  Carepa,Colombia,CO,ANTONIO ROLDAN BETANCOURT,http://airportsbase.org/Colombia/all/Carepa/ANTONIO_ROLDAN_BETANCOURT,SKLC,,"07° 48' 43.04"" N","076° 42' 59.14"" W",http://airportsbase.org/Colombia/all/Carepa/ANTONIO_ROLDAN_BETANCOURT
Carimagua  Carimagua,Colombia,CO,Carimagua,http://airportsbase.org/Colombia/all/Carimagua/Carimagua, ,CCO,"4° 34' 0"" N","71° 20' 0"" W",http://airportsbase.org/Colombia/all/Carimagua/Carimagua
Carmen De Bolivar  Carmen De Bolivar,Colombia,CO,Airport of Carmen De Bolivar,http://airportsbase.org/Colombia/all/Carmen_De_Bolivar/Airport_of_Carmen_De_Bolivar,SKCB,,,,http://airportsbase.org/Colombia/all/Carmen_De_Bolivar/Airport_of_Carmen_De_Bolivar
Cartagena De Caqueta  Cartagena De Caqueta,Colombia,CO,Airport of Cartagena De Caqueta,http://airportsbase.org/Colombia/all/Cartagena_De_Caqueta/Airport_of_Cartagena_De_Caqueta,SKCH,,,,http://airportsbase.org/Colombia/all/Cartagena_De_Caqueta/Airport_of_Cartagena_De_Caqueta
Cartagena De Indias  Cartagena De Indias,Colombia,CO,Rafael Nunez,http://airportsbase.org/Colombia/all/Cartagena_De_Indias/Rafael_Nunez,SKCG,CTG,"10° 26' 32.57"" N","075° 30' 46.66"" W",http://airportsbase.org/Colombia/all/Cartagena_De_Indias/Rafael_Nunez
Cartago  Cartago,Colombia,CO,Santa Ana,http://airportsbase.org/Colombia/all/Cartago/Santa_Ana,SKGO,CRC,"4° 46' 0"" N","75° 56' 0"" W",http://airportsbase.org/Colombia/all/Cartago/Santa_Ana
Caruru  Caruru,Colombia,CO,Caruru,http://airportsbase.org/Colombia/all/Caruru/Caruru,SKCR,CUO,"1° 2' 0"" N","71° 14' 0"" W",http://airportsbase.org/Colombia/all/Caruru/Caruru
Casuarito  Casuarito,Colombia,CO,Casuarito,http://airportsbase.org/Colombia/all/Casuarito/Casuarito, ,CSR,"5° 50' 0"" N","68° 8' 0"" W",http://airportsbase.org/Colombia/all/Casuarito/Casuarito
Caucasia  Caucasia,Colombia,CO,Caucasia,http://airportsbase.org/Colombia/all/Caucasia/Caucasia,SKCU,CAQ,"07° 58' 06.49"" N","075° 11' 54.46"" W",http://airportsbase.org/Colombia/all/Caucasia/Caucasia
Anjouan  Anjouan,Comoros,KM,Ouani,http://airportsbase.org/Comoros/all/Anjouan/Ouani,FMCV,AJN,"12° 07' 54.00"" S","044° 25' 49.00"" E",http://airportsbase.org/Comoros/all/Anjouan/Ouani
Moheli  Moheli,Comoros,KM,Bandaressalam,http://airportsbase.org/Comoros/all/Moheli/Bandaressalam,FMCI,NWA,"12° 17' 0"" S","43° 46' 0"" E",http://airportsbase.org/Comoros/all/Moheli/Bandaressalam
Moroni  Moroni,Comoros,KM,Iconi / Moroni Metropolitan Area,http://airportsbase.org/Comoros/all/Moroni/Iconi_Moroni_Metropolitan_Area, ,YVA,"11° 42' 0"" S","43° 14' 0"" E",http://airportsbase.org/Comoros/all/Moroni/Iconi_Moroni_Metropolitan_Area
Aubeville  Aubeville,Congo,CG,Airport of Aubeville,http://airportsbase.org/Congo/all/Aubeville/Airport_of_Aubeville,FCBU,,,,http://airportsbase.org/Congo/all/Aubeville/Airport_of_Aubeville
Bangamba  Bangamba,Congo,CG,Airport of Bangamba,http://airportsbase.org/Congo/all/Bangamba/Airport_of_Bangamba,FCPB,,,,http://airportsbase.org/Congo/all/Bangamba/Airport_of_Bangamba
Bekol  Bekol,Congo,CG,Thomas,http://airportsbase.org/Congo/all/Bekol/Thomas,FCMT,,,,http://airportsbase.org/Congo/all/Bekol/Thomas
Betou  Betou,Congo,CG,Airport of Betou,http://airportsbase.org/Congo/all/Betou/Airport_of_Betou,FCOT,,,,http://airportsbase.org/Congo/all/Betou/Airport_of_Betou
Boundji  Boundji,Congo,CG,Boundji,http://airportsbase.org/Congo/all/Boundji/Boundji,FCOB,BOE,"1° 2' 0"" S","15° 23' 0"" E",http://airportsbase.org/Congo/all/Boundji/Boundji
Brazzaville  Brazzaville,Congo,CG,Brazzaville FIC COM NOF,http://airportsbase.org/Congo/all/Brazzaville/Brazzaville_FIC_COM_NOF,FCCC,,,,http://airportsbase.org/Congo/all/Brazzaville/Brazzaville_FIC_COM_NOF
Djambala  Djambala,Congo,CG,Djambala,http://airportsbase.org/Congo/all/Djambala/Djambala,FCBD,DJM,"2° 32' 0"" S","14° 45' 0"" E",http://airportsbase.org/Congo/all/Djambala/Djambala
Dolisie (Form. Loubomo  Dolisie (Form. Loubomo,Congo,CG,Loubomo,http://airportsbase.org/Congo/all/Dolisie_Form_Loubomo/Loubomo,FCPD,DIS,"4° 13' 0"" S","12° 30' 0"" E",http://airportsbase.org/Congo/all/Dolisie_Form_Loubomo/Loubomo
Epena  Epena,Congo,CG,Epena,http://airportsbase.org/Congo/all/Epena/Epena, ,EPN,"1° 22' 0"" N","17° 29' 0"" E",http://airportsbase.org/Congo/all/Epena/Epena
Ewo  Ewo,Congo,CG,Ewo,http://airportsbase.org/Congo/all/Ewo/Ewo,FCOE,EWO,"0° 53' 0"" S","14° 48' 0"" E",http://airportsbase.org/Congo/all/Ewo/Ewo
Gamboma  Gamboma,Congo,CG,Gamboma,http://airportsbase.org/Congo/all/Gamboma/Gamboma, ,GMM,"1° 56' 0"" S","15° 52' 0"" E",http://airportsbase.org/Congo/all/Gamboma/Gamboma
Impfondo  Impfondo,Congo,CG,Impfondo,http://airportsbase.org/Congo/all/Impfondo/Impfondo,FCOI,ION,"1° 37' 0"" N","18° 4' 0"" E",http://airportsbase.org/Congo/all/Impfondo/Impfondo
Kele  Kele,Congo,CG,Kibangou,http://airportsbase.org/Congo/all/Kele/Kibangou,FCMK,,,,http://airportsbase.org/Congo/all/Kele/Kibangou
Kelle  Kelle,Congo,CG,Kelle,http://airportsbase.org/Congo/all/Kelle/Kelle,FCOK,KEE,"0° 6' 0"" S","14° 33' 0"" E",http://airportsbase.org/Congo/all/Kelle/Kelle
Kibangou  Kibangou,Congo,CG,Airport of Kibangou,http://airportsbase.org/Congo/all/Kibangou/Airport_of_Kibangou,FCPG,,,,http://airportsbase.org/Congo/all/Kibangou/Airport_of_Kibangou
Kindamba  Kindamba,Congo,CG,Kindamba,http://airportsbase.org/Congo/all/Kindamba/Kindamba,FCBK,KNJ,"3° 44' 0"" S","14° 13' 0"" E",http://airportsbase.org/Congo/all/Kindamba/Kindamba
Lague  Lague,Congo,CG,Airport of Lague,http://airportsbase.org/Congo/all/Lague/Airport_of_Lague,FCBL,,,,http://airportsbase.org/Congo/all/Lague/Airport_of_Lague
Leganda  Leganda,Congo,CG,Lekana,http://airportsbase.org/Congo/all/Leganda/Lekana,FCPE,LKC,"2° 19' 0"" S","14° 36' 0"" E",http://airportsbase.org/Congo/all/Leganda/Lekana
Loudima  Loudima,Congo,CG,Airport of Loudima,http://airportsbase.org/Congo/all/Loudima/Airport_of_Loudima,FCPL,,,,http://airportsbase.org/Congo/all/Loudima/Airport_of_Loudima
Loufoula  Loufoula,Congo,CG,Airport of Loufoula,http://airportsbase.org/Congo/all/Loufoula/Airport_of_Loufoula,FCMF,,,,http://airportsbase.org/Congo/all/Loufoula/Airport_of_Loufoula
Loukanyi  Loukanyi,Congo,CG,Airport of Loukanyi,http://airportsbase.org/Congo/all/Loukanyi/Airport_of_Loukanyi,FCPY,,,,http://airportsbase.org/Congo/all/Loukanyi/Airport_of_Loukanyi
Loukolela  Loukolela,Congo,CG,Airport of Loukolela,http://airportsbase.org/Congo/all/Loukolela/Airport_of_Loukolela,FCOL,,,,http://airportsbase.org/Congo/all/Loukolela/Airport_of_Loukolela
Loutete  Loutete,Congo,CG,Airport of Loutete,http://airportsbase.org/Congo/all/Loutete/Airport_of_Loutete,FCBT,,,,http://airportsbase.org/Congo/all/Loutete/Airport_of_Loutete
Madingou  Madingou,Congo,CG,Airport of Madingou,http://airportsbase.org/Congo/all/Madingou/Airport_of_Madingou,FCBG,,,,http://airportsbase.org/Congo/all/Madingou/Airport_of_Madingou
Makabana  Makabana,Congo,CG,Makabana,http://airportsbase.org/Congo/all/Makabana/Makabana,FCPA,KMK,"3° 29' 0"" S","12° 37' 0"" E",http://airportsbase.org/Congo/all/Makabana/Makabana
Makoua  Makoua,Congo,CG,Makoua,http://airportsbase.org/Congo/all/Makoua/Makoua,FCOM,MKJ,"0° 2' 0"" S","15° 37' 0"" E",http://airportsbase.org/Congo/all/Makoua/Makoua
Marala  Marala,Congo,CG,Airport of Marala,http://airportsbase.org/Congo/all/Marala/Airport_of_Marala,FCMR,,,,http://airportsbase.org/Congo/all/Marala/Airport_of_Marala
Mayoko  Mayoko,Congo,CG,Legala,http://airportsbase.org/Congo/all/Mayoko/Legala,FCMY,,,,http://airportsbase.org/Congo/all/Mayoko/Legala
Mbaya  Mbaya,Congo,CG,Airport of Mbaya,http://airportsbase.org/Congo/all/Mbaya/Airport_of_Mbaya,FCPM,,,,http://airportsbase.org/Congo/all/Mbaya/Airport_of_Mbaya
Mossendjo  Mossendjo,Congo,CG,Mossendjo,http://airportsbase.org/Congo/all/Mossendjo/Mossendjo,FCMM,MSX,"2° 57' 0"" S","12° 44' 0"" E",http://airportsbase.org/Congo/all/Mossendjo/Mossendjo
Mouyondzi  Mouyondzi,Congo,CG,Mouyondzi,http://airportsbase.org/Congo/all/Mouyondzi/Mouyondzi,FCBM,MUY,"3° 59' 0"" S","13° 55' 10"" E",http://airportsbase.org/Congo/all/Mouyondzi/Mouyondzi
N'Kayi (Form. Jacob  N'Kayi (Form. Jacob,Congo,CG,Okangassi Airport,http://airportsbase.org/Congo/all/N_Kayi_Form_Jacob/Okangassi_Airport,FCBY,NKY,"2° 56' 0"" S","14° 16' 0"" E",http://airportsbase.org/Congo/all/N_Kayi_Form_Jacob/Okangassi_Airport
Nkomo  Nkomo,Congo,CG,Airport of Nkomo,http://airportsbase.org/Congo/all/Nkomo/Airport_of_Nkomo,FCPK,,,,http://airportsbase.org/Congo/all/Nkomo/Airport_of_Nkomo
Noumbi  Noumbi,Congo,CG,Airport of Noumbi,http://airportsbase.org/Congo/all/Noumbi/Airport_of_Noumbi,FCPN,,,,http://airportsbase.org/Congo/all/Noumbi/Airport_of_Noumbi
