name,description,styleUrl,longitude,latitude,altitude
HENDRICKSON CREEK ALBERTA,HENDRICKSON CREEK ALBERTA ,Weather StationID 26870,#icon-22,-118.433333,53.783333,0
HERBERT ISLAND (AUT) BRITISH COLUMBIA,HERBERT ISLAND (AUT) BRITISH COLUMBIA ,Weather StationID 8259,#icon-22,-127.633333,50.933333,0
HERIOT BAY SE BRITISH COLUMBIA,HERIOT BAY SE BRITISH COLUMBIA ,Weather StationID 173,#icon-22,-125.2,50.083333,0
HERSCHEL ISLAND YUKON TERRITORY,HERSCHEL ISLAND YUKON TERRITORY ,Weather StationID 1560,#icon-22,-138.9,69.566667,0
HESPERO AGCM ALBERTA,HESPERO AGCM ALBERTA ,Weather StationID 47076,#icon-22,-114.483333,52.3,0
HIGH FALLS QUEBEC,HIGH FALLS QUEBEC ,Weather StationID 27717,#icon-22,-75.633333,45.833333,0
HIGH LEVEL A ALBERTA,HIGH LEVEL A ALBERTA ,Weather StationID 2726,#icon-22,-117.15,58.616667,0
HIGH PRAIRIE AGDM ALBERTA,HIGH PRAIRIE AGDM ALBERTA ,Weather StationID 32274,#icon-22,-116.466667,55.383333,0
HIGH PRAIRIE NORTH ALBERTA,HIGH PRAIRIE NORTH ALBERTA ,Weather StationID 44266,#icon-22,-116.45,55.483333,0
HIGHLAND VALLEY LORNEX BRITISH COLUMBIA,HIGHLAND VALLEY LORNEX BRITISH COLUMBIA ,Weather StationID 998,#icon-22,-121.016667,50.466667,0
HINTON VALLEY ALBERTA,HINTON VALLEY ALBERTA ,Weather StationID 29926,#icon-22,-117.533333,53.4,0
HODGSON 2 MANITOBA,HODGSON 2 MANITOBA ,Weather StationID 3745,#icon-22,-97.45,51.183333,0
HOLDEN AGDM ALBERTA,HOLDEN AGDM ALBERTA ,Weather StationID 32395,#icon-22,-112.233333,53.183333,0
HOLLAND ROCK BRITISH COLUMBIA,HOLLAND ROCK BRITISH COLUMBIA ,Weather StationID 6823,#icon-22,-130.35,54.166667,0
HOLMAN CS NORTHWEST TERRITORIES,HOLMAN CS NORTHWEST TERRITORIES ,Weather StationID 29715,#icon-22,-117.8,70.75,0
HOPE (AUT) BRITISH COLUMBIA,HOPE (AUT) BRITISH COLUMBIA ,Weather StationID 8152,#icon-22,-121.483333,49.366667,0
HOPE SLIDE BRITISH COLUMBIA,HOPE SLIDE BRITISH COLUMBIA ,Weather StationID 951,#icon-22,-121.233333,49.266667,0
HOPEDALE (AUT) NEWFOUNDLAND,HOPEDALE (AUT) NEWFOUNDLAND ,Weather StationID 6781,#icon-22,-60.216667,55.45,0
HOWE SOUND - PAM ROCKS BRITISH COLUMBIA,HOWE SOUND - PAM ROCKS BRITISH COLUMBIA ,Weather StationID 6817,#icon-22,-123.283333,49.483333,0
HUDSON BAY(AUT) SASKATCHEWAN,HUDSON BAY(AUT) SASKATCHEWAN ,Weather StationID 46367,#icon-22,-102.316667,52.816667,0
HUGHENDEN AGCM ALBERTA,HUGHENDEN AGCM ALBERTA ,Weather StationID 46908,#icon-22,-110.783333,52.566667,0
HUSSAR AGDM ALBERTA,HUSSAR AGDM ALBERTA ,Weather StationID 31409,#icon-22,-112.5,51.183333,0
IGLOOLIK A NUNAVUT,IGLOOLIK A NUNAVUT ,Weather StationID 1757,#icon-22,-81.816667,69.366667,0
ILE AUX PERROQUETS QUEBEC,ILE AUX PERROQUETS QUEBEC ,Weather StationID 10937,#icon-22,-64.2,50.216667,0
ILE BICQUETTE QUEBEC,ILE BICQUETTE QUEBEC ,Weather StationID 10938,#icon-22,-68.883333,48.4,0
ILE D'ORLEANS QUEBEC,ILE D'ORLEANS QUEBEC ,Weather StationID 8989,#icon-22,-70.8,46.983333,0
ILE ROUGE QUEBEC,ILE ROUGE QUEBEC ,Weather StationID 8674,#icon-22,-69.55,48.066667,0
ILES DE LA MADELEINE QUEBEC,ILES DE LA MADELEINE QUEBEC ,Weather StationID 10763,#icon-22,-61.766667,47.416667,0
ILES DE LA MADELEINE A QUEBEC,ILES DE LA MADELEINE A QUEBEC ,Weather StationID 5748,#icon-22,-61.783333,47.416667,0
INDIAN BAY MANITOBA,INDIAN BAY MANITOBA ,Weather StationID 3746,#icon-22,-95.183333,49.616667,0
INDIAN HEAD CDA SASKATCHEWAN,INDIAN HEAD CDA SASKATCHEWAN ,Weather StationID 2925,#icon-22,-103.65,50.55,0
INGONISH BEACH CS NOVA SCOTIA,INGONISH BEACH CS NOVA SCOTIA ,Weather StationID 30326,#icon-22,-60.4,46.666667,0
INNER WHALEBACKS NORTHWEST TERRITORIES,INNER WHALEBACKS NORTHWEST TERRITORIES ,Weather StationID 10209,#icon-22,-113.716667,61.916667,0
INUKJUAK A QUEBEC,INUKJUAK A QUEBEC ,Weather StationID 30166,#icon-22,-78.083333,58.466667,0
INUVIK A NORTHWEST TERRITORIES,INUVIK A NORTHWEST TERRITORIES ,Weather StationID 1669,#icon-22,-133.466667,68.3,0
INUVIK AWOS A NORTHWEST TERRITORIES,INUVIK AWOS A NORTHWEST TERRITORIES ,Weather StationID 31470,#icon-22,-133.483333,68.3,0
INUVIK CLIMATE NORTHWEST TERRITORIES,INUVIK CLIMATE NORTHWEST TERRITORIES ,Weather StationID 41883,#icon-22,-133.516667,68.316667,0
IQALUIT A NUNAVUT,IQALUIT A NUNAVUT ,Weather StationID 1758,#icon-22,-68.55,63.75,0
IQALUIT AWOS NUNAVUT,IQALUIT AWOS NUNAVUT ,Weather StationID 47388,#icon-22,-68.55,63.75,0
IQALUIT CLIMATE NUNAVUT,IQALUIT CLIMATE NUNAVUT ,Weather StationID 42503,#icon-22,-68.533333,63.733333,0
IQALUIT UA NUNAVUT,IQALUIT UA NUNAVUT ,Weather StationID 10082,#icon-22,-68.55,63.75,0
IRON SPRINGS AGDM ALBERTA,IRON SPRINGS AGDM ALBERTA ,Weather StationID 42728,#icon-22,-112.733333,49.9,0
IRVINE AGCM ALBERTA,IRVINE AGCM ALBERTA ,Weather StationID 46807,#icon-22,-110.25,49.983333,0
ISACHSEN (AUT) NUNAVUT,ISACHSEN (AUT) NUNAVUT ,Weather StationID 10253,#icon-22,-103.55,78.783333,0
ISLAND FALLS (AUT) SASKATCHEWAN,ISLAND FALLS (AUT) SASKATCHEWAN ,Weather StationID 42883,#icon-22,-102.35,55.533333,0
ISLAND LAKE A MANITOBA,ISLAND LAKE A MANITOBA ,Weather StationID 3880,#icon-22,-94.65,53.85,0
IVORY ISLAND BRITISH COLUMBIA,IVORY ISLAND BRITISH COLUMBIA ,Weather StationID 395,#icon-22,-128.4,52.266667,0
IVVAVIK NAT. PARK YUKON TERRITORY,IVVAVIK NAT. PARK YUKON TERRITORY ,Weather StationID 26869,#icon-22,-140.15,69.15,0
JAMESTOWN ONTARIO,JAMESTOWN ONTARIO ,Weather StationID 44787,#icon-22,-81.183333,43.8,0
JASPER WARDEN ALBERTA,JASPER WARDEN ALBERTA ,Weather StationID 10223,#icon-22,-118.016667,52.916667,0
JEAN COTE AGCM ALBERTA,JEAN COTE AGCM ALBERTA ,Weather StationID 47077,#icon-22,-117.116667,55.9,0
JELLICOE BRITISH COLUMBIA,JELLICOE BRITISH COLUMBIA ,Weather StationID 27122,#icon-22,-120.316667,49.666667,0
JIMMY LAKE AWOS SASKATCHEWAN,JIMMY LAKE AWOS SASKATCHEWAN ,Weather StationID 30724,#icon-22,-109.966667,54.9,0
JONQUIERE QUEBEC,JONQUIERE QUEBEC ,Weather StationID 5911,#icon-22,-71.133333,48.416667,0
KALADAR ONTARIO,KALADAR ONTARIO ,Weather StationID 27612,#icon-22,-77.116667,44.633333,0
KAMLOOPS A BRITISH COLUMBIA,KAMLOOPS A BRITISH COLUMBIA ,Weather StationID 1275,#icon-22,-120.433333,50.7,0
KAMLOOPS AUT BRITISH COLUMBIA,KAMLOOPS AUT BRITISH COLUMBIA ,Weather StationID 42203,#icon-22,-120.433333,50.7,0
KANGIQSUJUAQ QUEBEC,KANGIQSUJUAQ QUEBEC ,Weather StationID 48288,#icon-22,-71.9,61.566667,0
KAPUSKASING A ONTARIO,KAPUSKASING A ONTARIO ,Weather StationID 4157,#icon-22,-82.466667,49.4,0
KAPUSKASING CDA ON ONTARIO,KAPUSKASING CDA ON ONTARIO ,Weather StationID 30435,#icon-22,-82.433333,49.4,0
KEATS POINT NORTHWEST TERRITORIES,KEATS POINT NORTHWEST TERRITORIES ,Weather StationID 10825,#icon-22,-121.666667,69.666667,0
KEJIMKUJIK 1 NOVA SCOTIA,KEJIMKUJIK 1 NOVA SCOTIA ,Weather StationID 6923,#icon-22,-65.2,44.416667,0
KELOWNA BRITISH COLUMBIA,KELOWNA BRITISH COLUMBIA ,Weather StationID 48369,#icon-22,-119.366667,49.95,0
KELOWNA MWS0 BRITISH COLUMBIA,KELOWNA MWS0 BRITISH COLUMBIA ,Weather StationID 10976,#icon-22,-119.4,49.95,0
KELSEY DAM CS MANITOBA,KELSEY DAM CS MANITOBA ,Weather StationID 29533,#icon-22,-96.5,56.033333,0
KEMPTVILLE CS ONTARIO,KEMPTVILLE CS ONTARIO ,Weather StationID 27534,#icon-22,-75.633333,45,0
KENORA A ONTARIO,KENORA A ONTARIO ,Weather StationID 3960,#icon-22,-94.35,49.783333,0
KENORA RCS ONTARIO,KENORA RCS ONTARIO ,Weather StationID 47307,#icon-22,-94.366667,49.783333,0
KENTVILLE CDA CS NOVA SCOTIA,KENTVILLE CDA CS NOVA SCOTIA ,Weather StationID 27141,#icon-22,-64.483333,45.066667,0
KESSLER AGCM ALBERTA,KESSLER AGCM ALBERTA ,Weather StationID 46909,#icon-22,-111.1,52.283333,0
KEY LAKE SASKATCHEWAN,KEY LAKE SASKATCHEWAN ,Weather StationID 3377,#icon-22,-105.616667,57.25,0
KEY LAKE A SASKATCHEWAN,KEY LAKE A SASKATCHEWAN ,Weather StationID 10941,#icon-22,-105.6,57.25,0
KILLAM AGDM ALBERTA,KILLAM AGDM ALBERTA ,Weather StationID 32313,#icon-22,-111.866667,52.833333,0
KILLARNEY (AUT) ONTARIO,KILLARNEY (AUT) ONTARIO ,Weather StationID 8997,#icon-22,-81.483333,45.966667,0
KINCARDINE ONTARIO,KINCARDINE ONTARIO ,Weather StationID 4575,#icon-22,-81.616667,44.166667,0
KINDAKUN ROCKS (AUT) BRITISH COLUMBIA,KINDAKUN ROCKS (AUT) BRITISH COLUMBIA ,Weather StationID 8062,#icon-22,-132.766667,53.3,0
KINDERSLEY A SASKATCHEWAN,KINDERSLEY A SASKATCHEWAN ,Weather StationID 3231,#icon-22,-109.183333,51.516667,0
KINGSTON A ONTARIO,KINGSTON A ONTARIO ,Weather StationID 4295,#icon-22,-76.583333,44.216667,0
KINGSTON CLIMATE ONTARIO,KINGSTON CLIMATE ONTARIO ,Weather StationID 47267,#icon-22,-76.583333,44.216667,0
KINGSVILLE MOE ONTARIO,KINGSVILLE MOE ONTARIO ,Weather StationID 4647,#icon-22,-82.666667,42.033333,0
KIRKLAND LAKE CS ONTARIO,KIRKLAND LAKE CS ONTARIO ,Weather StationID 27535,#icon-22,-80,48.15,0
KITIMAT 3 BRITISH COLUMBIA,KITIMAT 3 BRITISH COLUMBIA ,Weather StationID 404,#icon-22,-128.633333,54.05,0
KITIMAT TOWNSITE BRITISH COLUMBIA,KITIMAT TOWNSITE BRITISH COLUMBIA ,Weather StationID 402,#icon-22,-128.633333,54.05,0
KITSCOTY AGCM ALBERTA,KITSCOTY AGCM ALBERTA ,Weather StationID 46808,#icon-22,-110.4,53.35,0
KOMAKUK BEACH YUKON TERRITORY,KOMAKUK BEACH YUKON TERRITORY ,Weather StationID 10822,#icon-22,-140.183333,69.6,0
KOUCHIBOUGUAC CS NEW BRUNSWICK,KOUCHIBOUGUAC CS NEW BRUNSWICK ,Weather StationID 26968,#icon-22,-65,46.766667,0
KUGAARUK A NUNAVUT,KUGAARUK A NUNAVUT ,Weather StationID 1719,#icon-22,-89.783333,68.533333,0
KUGAARUK CLIMATE NUNAVUT,KUGAARUK CLIMATE NUNAVUT ,Weather StationID 43006,#icon-22,-89.783333,68.533333,0
KUGLUKTUK A NUNAVUT,KUGLUKTUK A NUNAVUT ,Weather StationID 1641,#icon-22,-115.133333,67.816667,0
KUGLUKTUK CLIMATE NUNAVUT,KUGLUKTUK CLIMATE NUNAVUT ,Weather StationID 43003,#icon-22,-115.133333,67.816667,0
KUUJJUAQ A QUEBEC,KUUJJUAQ A QUEBEC ,Weather StationID 6095,#icon-22,-68.416667,58.1,0
KUUJJUARAPIK A QUEBEC,KUUJJUARAPIK A QUEBEC ,Weather StationID 6083,#icon-22,-77.75,55.283333,0
L'ACADIE QUEBEC,L'ACADIE QUEBEC ,Weather StationID 10843,#icon-22,-73.333333,45.283333,0
L'ASSOMPTION QUEBEC,L'ASSOMPTION QUEBEC ,Weather StationID 5237,#icon-22,-73.433333,45.8,0
L'ETAPE QUEBEC,L'ETAPE QUEBEC ,Weather StationID 10871,#icon-22,-71.216667,47.55,0
LA BAIE QUEBEC,LA BAIE QUEBEC ,Weather StationID 27315,#icon-22,-70.916667,48.283333,0
LA CRETE AGCM ALBERTA,LA CRETE AGCM ALBERTA ,Weather StationID 47147,#icon-22,-116.333333,58.166667,0
LA GLACE AGCM ALBERTA,LA GLACE AGCM ALBERTA ,Weather StationID 47087,#icon-22,-119.25,55.416667,0
LA GRANDE IV QUEBEC,LA GRANDE IV QUEBEC ,Weather StationID 44204,#icon-22,-73.683333,53.75,0
LA GRANDE IV A QUEBEC,LA GRANDE IV A QUEBEC ,Weather StationID 10798,#icon-22,-73.666667,53.75,0
LA GRANDE RIVIERE A QUEBEC,LA GRANDE RIVIERE A QUEBEC ,Weather StationID 6047,#icon-22,-77.7,53.633333,0
LA POCATIERE QUEBEC,LA POCATIERE QUEBEC ,Weather StationID 26893,#icon-22,-70.016667,47.35,0
LA RONGE A SASKATCHEWAN,LA RONGE A SASKATCHEWAN ,Weather StationID 3381,#icon-22,-105.266667,55.15,0
LA RONGE RCS SASKATCHEWAN,LA RONGE RCS SASKATCHEWAN ,Weather StationID 29371,#icon-22,-105.266667,55.133333,0
LA SCIE NEWFOUNDLAND,LA SCIE NEWFOUNDLAND ,Weather StationID 6668,#icon-22,-55.666667,49.916667,0
LA TUQUE QUEBEC,LA TUQUE QUEBEC ,Weather StationID 10875,#icon-22,-72.783333,47.4,0
LAC BENOIT QUEBEC,LAC BENOIT QUEBEC ,Weather StationID 26778,#icon-22,-71.1,51.516667,0
LAC EON QUEBEC,LAC EON QUEBEC ,Weather StationID 8404,#icon-22,-63.283333,51.866667,0
LAC LA BICHE CLIMATE ALBERTA,LAC LA BICHE CLIMATE ALBERTA ,Weather StationID 30726,#icon-22,-112.016667,54.766667,0
LAC LA MARTRE NORTHWEST TERRITORIES,LAC LA MARTRE NORTHWEST TERRITORIES ,Weather StationID 1674,#icon-22,-117.233333,63.133333,0
LAC MEMPHREMAGOG QUEBEC,LAC MEMPHREMAGOG QUEBEC ,Weather StationID 10801,#icon-22,-72.166667,45.266667,0
LAC SAINT-PIERRE QUEBEC,LAC SAINT-PIERRE QUEBEC ,Weather StationID 10975,#icon-22,-72.916667,46.183333,0
LACOMBE CDA 2 ALBERTA,LACOMBE CDA 2 ALBERTA ,Weather StationID 10906,#icon-22,-113.75,52.433333,0
LAGOON CITY ONTARIO,LAGOON CITY ONTARIO ,Weather StationID 10911,#icon-22,-79.216667,44.533333,0
LAKE MAJOR NOVA SCOTIA,LAKE MAJOR NOVA SCOTIA ,Weather StationID 27742,#icon-22,-63.483333,44.716667,0
LANGARA ISLAND RCS BRITISH COLUMBIA,LANGARA ISLAND RCS BRITISH COLUMBIA ,Weather StationID 6819,#icon-22,-133.05,54.25,0
LANGENBURG SASKATCHEWAN,LANGENBURG SASKATCHEWAN ,Weather StationID 2941,#icon-22,-101.716667,50.9,0
ONTARIO ONTARIO,ONTARIO ONTARIO ,Weather StationID LANSDOWNE HOUSE 'A',#icon-22,-87.933333,52.183333,0
LANSDOWNE HOUSE (AUT) ONTARIO,LANSDOWNE HOUSE (AUT) ONTARIO ,Weather StationID 10244,#icon-22,-87.933333,52.183333,0
LAST MOUNTAIN CS SASKATCHEWAN,LAST MOUNTAIN CS SASKATCHEWAN ,Weather StationID 2942,#icon-22,-105.25,51.416667,0
LATERRIERE QUEBEC,LATERRIERE QUEBEC ,Weather StationID 30722,#icon-22,-71.116667,48.3,0
LEADER AIRPORT SASKATCHEWAN,LEADER AIRPORT SASKATCHEWAN ,Weather StationID 10795,#icon-22,-109.5,50.9,0
LEEDALE AGDM ALBERTA,LEEDALE AGDM ALBERTA ,Weather StationID 43561,#icon-22,-114.466667,52.55,0
LEGAL AGCM ALBERTA,LEGAL AGCM ALBERTA ,Weather StationID 47088,#icon-22,-113.466667,54,0
LEMIEUX QUEBEC,LEMIEUX QUEBEC ,Weather StationID 29714,#icon-22,-72.05,46.3,0
LENNARD ISLAND BRITISH COLUMBIA,LENNARD ISLAND BRITISH COLUMBIA ,Weather StationID 257,#icon-22,-125.916667,49.1,0
LENNOXVILLE QUEBEC,LENNOXVILLE QUEBEC ,Weather StationID 5397,#icon-22,-71.816667,45.366667,0
LETHBRIDGE NEWFOUNDLAND,LETHBRIDGE NEWFOUNDLAND ,Weather StationID 6669,#icon-22,-53.9,48.35,0
LETHBRIDGE A ALBERTA,LETHBRIDGE A ALBERTA ,Weather StationID 2263,#icon-22,-112.783333,49.616667,0
LETHBRIDGE AWOS A ALBERTA,LETHBRIDGE AWOS A ALBERTA ,Weather StationID 31447,#icon-22,-112.8,49.633333,0
LETHBRIDGE CDA ALBERTA,LETHBRIDGE CDA ALBERTA ,Weather StationID 2265,#icon-22,-112.766667,49.683333,0
LETHBRIDGE CDA 2 ALBERTA,LETHBRIDGE CDA 2 ALBERTA ,Weather StationID 46867,#icon-22,-112.783333,49.7,0
LETHBRIDGE DEMO FARM AGDM ALBERTA,LETHBRIDGE DEMO FARM AGDM ALBERTA ,Weather StationID 42726,#icon-22,-112.75,49.683333,0
LILLOOET BRITISH COLUMBIA,LILLOOET BRITISH COLUMBIA ,Weather StationID 27388,#icon-22,-121.933333,50.683333,0
LINDBERGH AGDM ALBERTA,LINDBERGH AGDM ALBERTA ,Weather StationID 43560,#icon-22,-110.566667,53.933333,0
LINDBURG LANDING NORTHWEST TERRITORIES,LINDBURG LANDING NORTHWEST TERRITORIES ,Weather StationID 27608,#icon-22,-122.85,61.116667,0
LINDEN AGCM ALBERTA,LINDEN AGCM ALBERTA ,Weather StationID 46910,#icon-22,-113.65,51.616667,0
LITTLE CHICAGO NORTHWEST TERRITORIES,LITTLE CHICAGO NORTHWEST TERRITORIES ,Weather StationID 10760,#icon-22,-130.216667,67.166667,0
LITTLE FLATLAND ISLAND (AUT) ONTARIO,LITTLE FLATLAND ISLAND (AUT) ONTARIO ,Weather StationID 43104,#icon-22,-88.3,49.683333,0
LIVERPOOL BAY NORTHWEST TERRITORIES,LIVERPOOL BAY NORTHWEST TERRITORIES ,Weather StationID 10823,#icon-22,-130.9,69.6,0
LIVERPOOL BIG FALLS NOVA SCOTIA,LIVERPOOL BIG FALLS NOVA SCOTIA ,Weather StationID 6383,#icon-22,-64.933333,44.133333,0
LLOYDMINSTER A ALBERTA,LLOYDMINSTER A ALBERTA ,Weather StationID 1920,#icon-22,-110.066667,53.3,0
LONDON CS ONTARIO,LONDON CS ONTARIO ,Weather StationID 10999,#icon-22,-81.15,43.033333,0
LONDON INT'L AIRPORT ONTARIO,LONDON INT'L AIRPORT ONTARIO ,Weather StationID 4789,#icon-22,-81.15,43.016667,0
LONG POINT (AUT) ONTARIO,LONG POINT (AUT) ONTARIO ,Weather StationID 9026,#icon-22,-80.05,42.566667,0
LONG POND NEWFOUNDLAND,LONG POND NEWFOUNDLAND ,Weather StationID 27286,#icon-22,-52.966667,47.5,0
LONGSTAFF BLUFF NUNAVUT,LONGSTAFF BLUFF NUNAVUT ,Weather StationID 1764,#icon-22,-75.133333,68.883333,0
LONGUE-POINTE-DE-MINGAN QUEBEC,LONGUE-POINTE-DE-MINGAN QUEBEC ,Weather StationID 10977,#icon-22,-64.216667,50.266667,0
LOON LAKE RCS SASKATCHEWAN,LOON LAKE RCS SASKATCHEWAN ,Weather StationID 48148,#icon-22,-109.133333,54.016667,0
LOWER CARP LAKE NORTHWEST TERRITORIES,LOWER CARP LAKE NORTHWEST TERRITORIES ,Weather StationID 27610,#icon-22,-113.85,63.6,0
LUCKY LAKE SASKATCHEWAN,LUCKY LAKE SASKATCHEWAN ,Weather StationID 10724,#icon-22,-107.15,50.95,0
LUCY ISLAND LIGHTSTATION BRITISH COLUMBIA,LUCY ISLAND LIGHTSTATION BRITISH COLUMBIA ,Weather StationID 6824,#icon-22,-130.716667,54.35,0
LUNENBURG NOVA SCOTIA,LUNENBURG NOVA SCOTIA ,Weather StationID 31829,#icon-22,-64.283333,44.35,0
LUPIN CS NUNAVUT,LUPIN CS NUNAVUT ,Weather StationID 27376,#icon-22,-111.233333,65.75,0
LUTSELK'E A NORTHWEST TERRITORIES,LUTSELK'E A NORTHWEST TERRITORIES ,Weather StationID 27797,#icon-22,-110.666667,62.416667,0
LUTSELK'E CS NORTHWEST TERRITORIES,LUTSELK'E CS NORTHWEST TERRITORIES ,Weather StationID 29451,#icon-22,-110.683333,62.4,0
LYNN LAKE MANITOBA,LYNN LAKE MANITOBA ,Weather StationID 44085,#icon-22,-101.066667,56.85,0
LYTTON BRITISH COLUMBIA,LYTTON BRITISH COLUMBIA ,Weather StationID 961,#icon-22,-121.566667,50.216667,0
LYTTON RCS BRITISH COLUMBIA,LYTTON RCS BRITISH COLUMBIA ,Weather StationID 44927,#icon-22,-121.566667,50.216667,0
MACKENZIE A BRITISH COLUMBIA,MACKENZIE A BRITISH COLUMBIA ,Weather StationID 1423,#icon-22,-123.133333,55.3,0
MACMILLAN PASS YUKON TERRITORY,MACMILLAN PASS YUKON TERRITORY ,Weather StationID 27339,#icon-22,-130.033333,63.233333,0
MAFEKING MANITOBA,MAFEKING MANITOBA ,Weather StationID 3820,#icon-22,-101.083333,52.65,0
MAKKOVIK A NEWFOUNDLAND,MAKKOVIK A NEWFOUNDLAND ,Weather StationID 6778,#icon-22,-59.183333,55.066667,0
MALAHAT BRITISH COLUMBIA,MALAHAT BRITISH COLUMBIA ,Weather StationID 65,#icon-22,-123.516667,48.566667,0
MALAY FALLS NOVA SCOTIA,MALAY FALLS NOVA SCOTIA ,Weather StationID 30668,#icon-22,-62.483333,44.983333,0
MANIWAKI AIRPORT QUEBEC,MANIWAKI AIRPORT QUEBEC ,Weather StationID 5606,#icon-22,-75.983333,46.266667,0
MANNING AGDM ALBERTA,MANNING AGDM ALBERTA ,Weather StationID 32394,#icon-22,-117.45,56.966667,0
MANNVILLE AGCM ALBERTA,MANNVILLE AGCM ALBERTA ,Weather StationID 46767,#icon-22,-111.25,53.45,0
MANOUANE EST QUEBEC,MANOUANE EST QUEBEC ,Weather StationID 26798,#icon-22,-70.516667,50.65,0
MANYBERRIES AGCM ALBERTA,MANYBERRIES AGCM ALBERTA ,Weather StationID 46809,#icon-22,-110.666667,49.35,0
MAPLE CREEK SASKATCHEWAN,MAPLE CREEK SASKATCHEWAN ,Weather StationID 10667,#icon-22,-109.45,49.9,0
MAPLE PLAINS PRINCE EDWARD ISLAND,MAPLE PLAINS PRINCE EDWARD ISLAND ,Weather StationID 31029,#icon-22,-63.566667,46.3,0
MARATHON 'A' ONTARIO,MARATHON 'A' ONTARIO ,Weather StationID 46527,#icon-22,-86.333333,48.75,0
MARTICOT ISLAND NEWFOUNDLAND,MARTICOT ISLAND NEWFOUNDLAND ,Weather StationID 10909,#icon-22,-54.583333,47.316667,0
MARY'S HARBOUR NEWFOUNDLAND,MARY'S HARBOUR NEWFOUNDLAND ,Weather StationID 10227,#icon-22,-55.816667,52.3,0
MASINASIN AGDM ALBERTA,MASINASIN AGDM ALBERTA ,Weather StationID 31411,#icon-22,-111.65,49.133333,0
MASSET A BRITISH COLUMBIA,MASSET A BRITISH COLUMBIA ,Weather StationID 361,#icon-22,-132.166667,54,0
MASSET AIRPORT BRITISH COLUMBIA,MASSET AIRPORT BRITISH COLUMBIA ,Weather StationID 360,#icon-22,-132.116667,54.016667,0
MASSEY ONTARIO,MASSEY ONTARIO ,Weather StationID 4121,#icon-22,-82.016667,46.183333,0
MATAGAMI  A QUEBEC,MATAGAMI  A QUEBEC ,Weather StationID 10791,#icon-22,-77.8,49.75,0
MAYO A YUKON TERRITORY,MAYO A YUKON TERRITORY ,Weather StationID 1572,#icon-22,-135.866667,63.616667,0
MCCREARY MANITOBA,MCCREARY MANITOBA ,Weather StationID 3853,#icon-22,-99.516667,50.7,0
MCNABS ISLAND (AUT) NOVA SCOTIA,MCNABS ISLAND (AUT) NOVA SCOTIA ,Weather StationID 7169,#icon-22,-63.533333,44.6,0
MCQUESTEN YUKON TERRITORY,MCQUESTEN YUKON TERRITORY ,Weather StationID 1574,#icon-22,-137.516667,63.6,0
MCTAVISH QUEBEC,MCTAVISH QUEBEC ,Weather StationID 10761,#icon-22,-73.566667,45.5,0
MEADOW LAKE SASKATCHEWAN,MEADOW LAKE SASKATCHEWAN ,Weather StationID 10198,#icon-22,-108.516667,54.133333,0
MEADOW LAKE A SASKATCHEWAN,MEADOW LAKE A SASKATCHEWAN ,Weather StationID 3386,#icon-22,-108.516667,54.133333,0
MECHANIC SETTLEMENT NEW BRUNSWICK,MECHANIC SETTLEMENT NEW BRUNSWICK ,Weather StationID 45090,#icon-22,-65.15,45.683333,0
MEDICINE HAT A ALBERTA,MEDICINE HAT A ALBERTA ,Weather StationID 2273,#icon-22,-110.716667,50.016667,0
MEDICINE HAT AWOS ALBERTA,MEDICINE HAT AWOS ALBERTA ,Weather StationID 44746,#icon-22,-110.716667,50.016667,0
MEDICINE HAT RCS ALBERTA,MEDICINE HAT RCS ALBERTA ,Weather StationID 30347,#icon-22,-110.716667,50.016667,0
MELFORT SASKATCHEWAN,MELFORT SASKATCHEWAN ,Weather StationID 10727,#icon-22,-104.6,52.816667,0
MELITA MANITOBA,MELITA MANITOBA ,Weather StationID 10185,#icon-22,-100.983333,49.266667,0
METCHOSIN BRITISH COLUMBIA,METCHOSIN BRITISH COLUMBIA ,Weather StationID 68,#icon-22,-123.55,48.366667,0
MIAMI ORCHARD MANITOBA,MIAMI ORCHARD MANITOBA ,Weather StationID 3622,#icon-22,-98.283333,49.366667,0
MIAMI THIESSEN MANITOBA,MIAMI THIESSEN MANITOBA ,Weather StationID 3623,#icon-22,-98.25,49.45,0
MICA DAM BRITISH COLUMBIA,MICA DAM BRITISH COLUMBIA ,Weather StationID 1367,#icon-22,-118.583333,52.05,0
MIDALE SASKATCHEWAN,MIDALE SASKATCHEWAN ,Weather StationID 6867,#icon-22,-103.3,49.383333,0
MILDRED LAKE ALBERTA,MILDRED LAKE ALBERTA ,Weather StationID 10978,#icon-22,-111.55,57.033333,0
MILK RIVER ALBERTA,MILK RIVER ALBERTA ,Weather StationID 8804,#icon-22,-112.05,49.133333,0
MILK RIVER RIDGE RESERVOIR ALBERTA,MILK RIVER RIDGE RESERVOIR ALBERTA ,Weather StationID 45767,#icon-22,-112.533333,49.283333,0
MINE CENTRE SOUTHWEST ONTARIO,MINE CENTRE SOUTHWEST ONTARIO ,Weather StationID 44343,#icon-22,-92.616667,48.75,0
MIRAMICHI RCS NEW BRUNSWICK,MIRAMICHI RCS NEW BRUNSWICK ,Weather StationID 10808,#icon-22,-65.45,47,0
MISCOU ISLAND (AUT) NEW BRUNSWICK,MISCOU ISLAND (AUT) NEW BRUNSWICK ,Weather StationID 6205,#icon-22,-64.483333,48,0
